path,id,faces,det_score,bbox_frac,yaw_proxy
data/raw/ANR/ANR_361.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_407.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_413.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_375.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_229.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_215.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_201.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_200.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_214.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_228.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_412.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_374.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_360.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_406.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_348.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_88.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_189.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_176.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_77.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_162.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_63.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_67.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_166.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_73.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_172.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_199.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_98.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_402.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_364.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_370.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_416.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_358.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_210.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_204.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_238.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_239.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_205.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_211.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_359.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_371.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_417.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_403.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_365.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_99.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_198.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_173.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_72.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_167.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_66.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_171.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_70.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_165.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_64.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_58.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_159.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_415.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_373.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_367.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_401.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_429.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_398.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_207.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_213.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_212.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_206.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_399.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_428.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_366.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_400.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_414.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_372.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_158.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_59.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_65.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_164.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_71.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_170.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_6.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_16.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_117.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_103.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_329.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_315.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_301.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_467.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_249.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_261.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_275.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_274.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_260.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_248.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_300.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_466.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_314.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_328.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_102.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_116.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_17.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_7.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_5.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_29.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_128.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_100.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_114.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_15.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_458.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_464.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_302.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_316.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_470.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_276.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_262.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_289.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_288.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_263.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_277.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_317.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_471.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_465.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_303.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_459.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_14.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_115.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_101.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_129.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_28.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_4.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_105.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_111.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_10.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_38.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_139.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_307.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_461.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_313.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_449.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_273.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_267.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_298.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_299.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_266.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_272.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_448.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_312.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_306.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_460.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_1.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_138.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_39.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_11.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_110.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_104.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_13.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_112.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_106.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_3.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_310.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_462.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_304.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_338.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_264.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_270.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_258.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_259.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_271.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_265.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_339.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_463.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_305.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_311.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_2.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_107.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_113.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_12.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_37.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_136.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_23.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_122.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_308.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_452.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_334.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_320.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_446.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_268.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_240.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_254.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_283.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_297.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_296.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_282.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_255.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_241.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_269.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_321.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_447.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_453.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_335.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_309.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_123.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_22.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_137.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_36.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_109.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_121.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_20.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_135.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_34.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_445.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_323.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_337.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_451.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_257.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_243.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_294.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_280.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_281.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_295.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_242.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_256.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_336.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_450.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_444.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_322.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_35.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_134.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_21.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_120.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_108.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_124.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_25.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_130.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_31.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_9.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_19.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_118.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_326.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_440.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_454.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_332.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_468.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_252.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_246.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_291.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_285.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_284.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_290.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_247.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_253.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_469.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_455.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_333.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_327.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_441.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_119.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_18.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_30.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_131.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_8.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_24.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_125.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_32.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_133.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_26.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_127.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_331.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_457.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_443.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_325.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_319.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_245.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_251.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_279.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_286.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_292.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_293.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_287.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_278.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_250.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_244.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_318.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_442.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_324.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_330.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_456.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_126.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_27.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_132.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_33.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_68.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_169.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_155.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_54.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_141.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_40.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_196.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_97.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_182.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_83.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_419.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_357.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_431.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_425.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_343.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_394.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_380.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_223.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_237.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_236.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_222.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_381.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_395.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_424.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_342.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_356.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_430.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_418.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_82.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_183.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_96.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_197.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_41.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_140.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_55.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_154.jpg,ANR,0,0.0,0.0,0.0
data/raw/ANR/ANR_168.jpg,ANR,0,0.0,0.0,0.0
