path,id,width,height,mode,filesize
data/raw/ANR/ANR_314.jpg,ANR,68,86,RGB,1331
data/raw/ANR/ANR_328.jpg,ANR,89,100,RGB,1387
data/raw/ANR/ANR_102.jpg,ANR,38,50,RGB,1075
data/raw/ANR/ANR_116.jpg,ANR,20,32,RGB,826
data/raw/ANR/ANR_17.jpg,ANR,29,26,RGB,891
data/raw/ANR/ANR_7.jpg,ANR,25,48,RGB,931
data/raw/ANR/ANR_5.jpg,ANR,25,40,RGB,896
data/raw/ANR/ANR_29.jpg,ANR,43,54,RGB,1115
data/raw/ANR/ANR_128.jpg,ANR,38,43,RGB,1010
data/raw/ANR/ANR_100.jpg,ANR,76,72,RGB,1646
data/raw/ANR/ANR_114.jpg,ANR,21,30,RGB,829
data/raw/ANR/ANR_15.jpg,ANR,30,26,RGB,918
data/raw/ANR/ANR_458.jpg,ANR,35,72,RGB,1102
data/raw/ANR/ANR_464.jpg,ANR,73,77,RGB,1345
data/raw/ANR/ANR_302.jpg,ANR,46,51,RGB,1016
data/raw/ANR/ANR_316.jpg,ANR,77,81,RGB,1339
data/raw/ANR/ANR_470.jpg,ANR,35,67,RGB,982
data/raw/ANR/ANR_276.jpg,ANR,40,38,RGB,870
data/raw/ANR/ANR_262.jpg,ANR,40,46,RGB,964
data/raw/ANR/ANR_289.jpg,ANR,32,51,RGB,916
data/raw/ANR/ANR_288.jpg,ANR,37,48,RGB,931
data/raw/ANR/ANR_263.jpg,ANR,39,40,RGB,967
data/raw/ANR/ANR_277.jpg,ANR,26,36,RGB,831
data/raw/ANR/ANR_317.jpg,ANR,64,83,RGB,1156
data/raw/ANR/ANR_471.jpg,ANR,43,63,RGB,970
data/raw/ANR/ANR_465.jpg,ANR,62,92,RGB,1300
data/raw/ANR/ANR_303.jpg,ANR,48,56,RGB,1036
data/raw/ANR/ANR_459.jpg,ANR,57,56,RGB,1120
data/raw/ANR/ANR_14.jpg,ANR,29,36,RGB,914
data/raw/ANR/ANR_115.jpg,ANR,18,29,RGB,813
data/raw/ANR/ANR_101.jpg,ANR,33,49,RGB,1028
data/raw/ANR/ANR_129.jpg,ANR,26,28,RGB,857
data/raw/ANR/ANR_28.jpg,ANR,52,64,RGB,1340
data/raw/ANR/ANR_4.jpg,ANR,23,41,RGB,897
data/raw/ANR/ANR_105.jpg,ANR,42,39,RGB,1036
data/raw/ANR/ANR_111.jpg,ANR,36,50,RGB,1045
data/raw/ANR/ANR_10.jpg,ANR,42,42,RGB,1108
data/raw/ANR/ANR_38.jpg,ANR,25,24,RGB,805
data/raw/ANR/ANR_139.jpg,ANR,81,94,RGB,1821
data/raw/ANR/ANR_307.jpg,ANR,26,30,RGB,812
data/raw/ANR/ANR_461.jpg,ANR,48,80,RGB,1143
data/raw/ANR/ANR_313.jpg,ANR,34,53,RGB,900
data/raw/ANR/ANR_449.jpg,ANR,101,82,RGB,1893
data/raw/ANR/ANR_273.jpg,ANR,30,42,RGB,834
data/raw/ANR/ANR_267.jpg,ANR,31,36,RGB,889
data/raw/ANR/ANR_298.jpg,ANR,33,40,RGB,833
data/raw/ANR/ANR_299.jpg,ANR,42,59,RGB,1009
data/raw/ANR/ANR_266.jpg,ANR,35,36,RGB,973
data/raw/ANR/ANR_272.jpg,ANR,35,35,RGB,952
data/raw/ANR/ANR_448.jpg,ANR,48,48,RGB,946
data/raw/ANR/ANR_312.jpg,ANR,37,63,RGB,955
data/raw/ANR/ANR_306.jpg,ANR,48,57,RGB,1033
data/raw/ANR/ANR_460.jpg,ANR,50,76,RGB,1248
data/raw/ANR/ANR_1.jpg,ANR,22,26,RGB,840
data/raw/ANR/ANR_138.jpg,ANR,81,103,RGB,2019
data/raw/ANR/ANR_39.jpg,ANR,19,26,RGB,798
data/raw/ANR/ANR_11.jpg,ANR,36,42,RGB,1024
data/raw/ANR/ANR_110.jpg,ANR,25,27,RGB,813
data/raw/ANR/ANR_104.jpg,ANR,33,50,RGB,1033
data/raw/ANR/ANR_13.jpg,ANR,52,52,RGB,1361
data/raw/ANR/ANR_112.jpg,ANR,20,18,RGB,761
data/raw/ANR/ANR_106.jpg,ANR,51,91,RGB,1562
data/raw/ANR/ANR_3.jpg,ANR,26,31,RGB,898
data/raw/ANR/ANR_310.jpg,ANR,29,36,RGB,873
data/raw/ANR/ANR_462.jpg,ANR,67,80,RGB,1376
data/raw/ANR/ANR_304.jpg,ANR,46,57,RGB,1098
data/raw/ANR/ANR_338.jpg,ANR,56,76,RGB,1105
data/raw/ANR/ANR_264.jpg,ANR,30,37,RGB,921
data/raw/ANR/ANR_270.jpg,ANR,34,39,RGB,978
data/raw/ANR/ANR_258.jpg,ANR,74,93,RGB,1660
data/raw/ANR/ANR_259.jpg,ANR,73,98,RGB,1659
data/raw/ANR/ANR_271.jpg,ANR,36,38,RGB,968
data/raw/ANR/ANR_265.jpg,ANR,35,31,RGB,913
data/raw/ANR/ANR_339.jpg,ANR,55,69,RGB,1093
data/raw/ANR/ANR_463.jpg,ANR,68,77,RGB,1302
data/raw/ANR/ANR_305.jpg,ANR,30,35,RGB,847
data/raw/ANR/ANR_311.jpg,ANR,20,39,RGB,777
data/raw/ANR/ANR_2.jpg,ANR,32,29,RGB,890
data/raw/ANR/ANR_107.jpg,ANR,81,80,RGB,1854
data/raw/ANR/ANR_113.jpg,ANR,30,23,RGB,855
data/raw/ANR/ANR_12.jpg,ANR,50,53,RGB,1335
data/raw/ANR/ANR_37.jpg,ANR,24,27,RGB,827
data/raw/ANR/ANR_136.jpg,ANR,58,78,RGB,1340
data/raw/ANR/ANR_23.jpg,ANR,44,54,RGB,1067
data/raw/ANR/ANR_122.jpg,ANR,63,65,RGB,1432
data/raw/ANR/ANR_308.jpg,ANR,24,33,RGB,795
data/raw/ANR/ANR_452.jpg,ANR,60,84,RGB,1322
data/raw/ANR/ANR_334.jpg,ANR,46,50,RGB,972
data/raw/ANR/ANR_320.jpg,ANR,70,91,RGB,1263
data/raw/ANR/ANR_446.jpg,ANR,28,41,RGB,817
data/raw/ANR/ANR_268.jpg,ANR,38,31,RGB,932
data/raw/ANR/ANR_240.jpg,ANR,29,33,RGB,840
data/raw/ANR/ANR_254.jpg,ANR,35,49,RGB,955
data/raw/ANR/ANR_283.jpg,ANR,54,53,RGB,1026
data/raw/ANR/ANR_297.jpg,ANR,30,37,RGB,806
data/raw/ANR/ANR_296.jpg,ANR,27,23,RGB,763
data/raw/ANR/ANR_282.jpg,ANR,30,44,RGB,823
data/raw/ANR/ANR_255.jpg,ANR,31,47,RGB,847
data/raw/ANR/ANR_241.jpg,ANR,33,37,RGB,891
data/raw/ANR/ANR_269.jpg,ANR,38,33,RGB,944
data/raw/ANR/ANR_321.jpg,ANR,145,144,RGB,2228
data/raw/ANR/ANR_447.jpg,ANR,58,58,RGB,1116
data/raw/ANR/ANR_453.jpg,ANR,39,46,RGB,968
data/raw/ANR/ANR_335.jpg,ANR,41,54,RGB,1018
data/raw/ANR/ANR_309.jpg,ANR,31,36,RGB,829
data/raw/ANR/ANR_123.jpg,ANR,60,60,RGB,1407
data/raw/ANR/ANR_22.jpg,ANR,167,166,RGB,4295
data/raw/ANR/ANR_137.jpg,ANR,158,206,RGB,3942
data/raw/ANR/ANR_36.jpg,ANR,70,74,RGB,1549
data/raw/ANR/ANR_109.jpg,ANR,60,82,RGB,1570
data/raw/ANR/ANR_121.jpg,ANR,39,38,RGB,947
data/raw/ANR/ANR_20.jpg,ANR,109,119,RGB,3032
data/raw/ANR/ANR_135.jpg,ANR,32,37,RGB,926
data/raw/ANR/ANR_34.jpg,ANR,44,45,RGB,1157
data/raw/ANR/ANR_445.jpg,ANR,43,59,RGB,1000
data/raw/ANR/ANR_323.jpg,ANR,98,129,RGB,2041
data/raw/ANR/ANR_337.jpg,ANR,33,55,RGB,915
data/raw/ANR/ANR_451.jpg,ANR,57,68,RGB,1254
data/raw/ANR/ANR_257.jpg,ANR,71,92,RGB,1528
data/raw/ANR/ANR_243.jpg,ANR,27,31,RGB,811
data/raw/ANR/ANR_294.jpg,ANR,31,35,RGB,835
data/raw/ANR/ANR_280.jpg,ANR,33,42,RGB,850
data/raw/ANR/ANR_281.jpg,ANR,37,44,RGB,902
data/raw/ANR/ANR_295.jpg,ANR,31,32,RGB,798
data/raw/ANR/ANR_242.jpg,ANR,20,31,RGB,763
data/raw/ANR/ANR_256.jpg,ANR,59,88,RGB,1301
data/raw/ANR/ANR_336.jpg,ANR,125,156,RGB,2461
data/raw/ANR/ANR_450.jpg,ANR,130,165,RGB,2666
data/raw/ANR/ANR_444.jpg,ANR,28,34,RGB,769
data/raw/ANR/ANR_322.jpg,ANR,127,151,RGB,2090
data/raw/ANR/ANR_35.jpg,ANR,80,78,RGB,1772
data/raw/ANR/ANR_134.jpg,ANR,31,37,RGB,948
data/raw/ANR/ANR_21.jpg,ANR,163,159,RGB,4500
data/raw/ANR/ANR_120.jpg,ANR,40,37,RGB,969
data/raw/ANR/ANR_108.jpg,ANR,84,74,RGB,1864
data/raw/ANR/ANR_124.jpg,ANR,55,50,RGB,1271
data/raw/ANR/ANR_25.jpg,ANR,60,62,RGB,1388
data/raw/ANR/ANR_130.jpg,ANR,23,29,RGB,813
data/raw/ANR/ANR_31.jpg,ANR,48,42,RGB,1064
data/raw/ANR/ANR_9.jpg,ANR,31,30,RGB,839
data/raw/ANR/ANR_19.jpg,ANR,92,92,RGB,3923
data/raw/ANR/ANR_118.jpg,ANR,26,26,RGB,870
data/raw/ANR/ANR_326.jpg,ANR,101,124,RGB,1614
data/raw/ANR/ANR_440.jpg,ANR,56,80,RGB,1204
data/raw/ANR/ANR_454.jpg,ANR,68,89,RGB,1502
data/raw/ANR/ANR_332.jpg,ANR,57,70,RGB,1125
data/raw/ANR/ANR_468.jpg,ANR,87,99,RGB,1322
data/raw/ANR/ANR_252.jpg,ANR,37,48,RGB,957
data/raw/ANR/ANR_246.jpg,ANR,24,30,RGB,751
data/raw/ANR/ANR_291.jpg,ANR,34,46,RGB,914
data/raw/ANR/ANR_285.jpg,ANR,40,45,RGB,931
data/raw/ANR/ANR_284.jpg,ANR,46,59,RGB,984
data/raw/ANR/ANR_290.jpg,ANR,44,45,RGB,1024
data/raw/ANR/ANR_247.jpg,ANR,24,38,RGB,822
data/raw/ANR/ANR_253.jpg,ANR,39,42,RGB,938
data/raw/ANR/ANR_469.jpg,ANR,45,59,RGB,990
data/raw/ANR/ANR_455.jpg,ANR,67,85,RGB,1452
data/raw/ANR/ANR_333.jpg,ANR,116,156,RGB,2164
data/raw/ANR/ANR_327.jpg,ANR,99,109,RGB,1501
data/raw/ANR/ANR_441.jpg,ANR,52,78,RGB,1107
data/raw/ANR/ANR_119.jpg,ANR,19,25,RGB,772
data/raw/ANR/ANR_18.jpg,ANR,128,112,RGB,3153
data/raw/ANR/ANR_30.jpg,ANR,48,58,RGB,1186
data/raw/ANR/ANR_131.jpg,ANR,23,25,RGB,811
data/raw/ANR/ANR_8.jpg,ANR,35,41,RGB,987
data/raw/ANR/ANR_24.jpg,ANR,65,72,RGB,1516
data/raw/ANR/ANR_125.jpg,ANR,36,40,RGB,989
data/raw/ANR/ANR_32.jpg,ANR,45,47,RGB,1052
data/raw/ANR/ANR_133.jpg,ANR,40,33,RGB,1008
data/raw/ANR/ANR_26.jpg,ANR,58,63,RGB,1496
data/raw/ANR/ANR_127.jpg,ANR,42,44,RGB,1068
data/raw/ANR/ANR_331.jpg,ANR,56,70,RGB,1067
data/raw/ANR/ANR_457.jpg,ANR,30,79,RGB,1003
data/raw/ANR/ANR_443.jpg,ANR,65,91,RGB,1451
data/raw/ANR/ANR_325.jpg,ANR,134,101,RGB,1584
data/raw/ANR/ANR_319.jpg,ANR,104,82,RGB,1360
data/raw/ANR/ANR_245.jpg,ANR,28,29,RGB,784
data/raw/ANR/ANR_251.jpg,ANR,35,50,RGB,960
data/raw/ANR/ANR_279.jpg,ANR,32,41,RGB,837
data/raw/ANR/ANR_286.jpg,ANR,37,40,RGB,886
data/raw/ANR/ANR_292.jpg,ANR,43,51,RGB,1059
data/raw/ANR/ANR_293.jpg,ANR,40,54,RGB,950
data/raw/ANR/ANR_287.jpg,ANR,42,48,RGB,986
data/raw/ANR/ANR_278.jpg,ANR,35,42,RGB,909
data/raw/ANR/ANR_250.jpg,ANR,35,46,RGB,930
data/raw/ANR/ANR_244.jpg,ANR,25,31,RGB,792
data/raw/ANR/ANR_318.jpg,ANR,100,85,RGB,1351
data/raw/ANR/ANR_442.jpg,ANR,67,85,RGB,1357
data/raw/ANR/ANR_324.jpg,ANR,35,46,RGB,903
data/raw/ANR/ANR_330.jpg,ANR,165,165,RGB,2138
data/raw/ANR/ANR_456.jpg,ANR,65,79,RGB,1273
data/raw/ANR/ANR_126.jpg,ANR,35,46,RGB,1000
data/raw/ANR/ANR_27.jpg,ANR,43,60,RGB,1193
data/raw/ANR/ANR_132.jpg,ANR,30,37,RGB,959
data/raw/ANR/ANR_33.jpg,ANR,86,82,RGB,1941
data/raw/ANR/ANR_68.jpg,ANR,72,65,RGB,1393
data/raw/ANR/ANR_169.jpg,ANR,121,120,RGB,2284
data/raw/ANR/ANR_155.jpg,ANR,74,102,RGB,1931
data/raw/ANR/ANR_54.jpg,ANR,50,48,RGB,1197
data/raw/ANR/ANR_141.jpg,ANR,62,100,RGB,1632
data/raw/ANR/ANR_40.jpg,ANR,16,25,RGB,737
data/raw/ANR/ANR_196.jpg,ANR,189,245,RGB,5527
data/raw/ANR/ANR_97.jpg,ANR,86,87,RGB,1942
data/raw/ANR/ANR_182.jpg,ANR,75,112,RGB,1604
data/raw/ANR/ANR_83.jpg,ANR,36,45,RGB,975
data/raw/ANR/ANR_419.jpg,ANR,122,140,RGB,2121
data/raw/ANR/ANR_357.jpg,ANR,101,118,RGB,2217
data/raw/ANR/ANR_431.jpg,ANR,66,79,RGB,1273
data/raw/ANR/ANR_425.jpg,ANR,106,128,RGB,1791
data/raw/ANR/ANR_343.jpg,ANR,75,106,RGB,1383
data/raw/ANR/ANR_394.jpg,ANR,109,123,RGB,1914
data/raw/ANR/ANR_380.jpg,ANR,29,47,RGB,811
data/raw/ANR/ANR_223.jpg,ANR,66,80,RGB,1376
data/raw/ANR/ANR_237.jpg,ANR,70,82,RGB,1371
data/raw/ANR/ANR_236.jpg,ANR,32,32,RGB,794
data/raw/ANR/ANR_222.jpg,ANR,57,75,RGB,1512
data/raw/ANR/ANR_381.jpg,ANR,39,45,RGB,869
data/raw/ANR/ANR_395.jpg,ANR,99,123,RGB,1815
data/raw/ANR/ANR_424.jpg,ANR,122,128,RGB,2150
data/raw/ANR/ANR_342.jpg,ANR,52,66,RGB,1175
data/raw/ANR/ANR_356.jpg,ANR,75,88,RGB,1403
data/raw/ANR/ANR_430.jpg,ANR,36,64,RGB,912
data/raw/ANR/ANR_418.jpg,ANR,112,132,RGB,1826
data/raw/ANR/ANR_82.jpg,ANR,43,46,RGB,1168
data/raw/ANR/ANR_183.jpg,ANR,110,138,RGB,2547
data/raw/ANR/ANR_96.jpg,ANR,87,80,RGB,1817
data/raw/ANR/ANR_197.jpg,ANR,186,236,RGB,5289
data/raw/ANR/ANR_41.jpg,ANR,81,91,RGB,2173
data/raw/ANR/ANR_140.jpg,ANR,94,95,RGB,1870
data/raw/ANR/ANR_55.jpg,ANR,19,24,RGB,763
data/raw/ANR/ANR_154.jpg,ANR,72,72,RGB,2478
data/raw/ANR/ANR_168.jpg,ANR,144,128,RGB,2876
data/raw/ANR/ANR_69.jpg,ANR,79,76,RGB,1723
data/raw/ANR/ANR_43.jpg,ANR,84,88,RGB,2127
data/raw/ANR/ANR_142.jpg,ANR,87,88,RGB,1742
data/raw/ANR/ANR_57.jpg,ANR,25,28,RGB,812
data/raw/ANR/ANR_156.jpg,ANR,74,81,RGB,1673
data/raw/ANR/ANR_80.jpg,ANR,37,48,RGB,985
data/raw/ANR/ANR_181.jpg,ANR,146,195,RGB,3887
data/raw/ANR/ANR_94.jpg,ANR,38,33,RGB,1001
data/raw/ANR/ANR_195.jpg,ANR,192,261,RGB,6154
data/raw/ANR/ANR_368.jpg,ANR,67,87,RGB,1252
data/raw/ANR/ANR_340.jpg,ANR,48,62,RGB,943
data/raw/ANR/ANR_426.jpg,ANR,61,78,RGB,1106
data/raw/ANR/ANR_432.jpg,ANR,92,127,RGB,1836
data/raw/ANR/ANR_354.jpg,ANR,42,58,RGB,1039
data/raw/ANR/ANR_383.jpg,ANR,130,157,RGB,1934
data/raw/ANR/ANR_397.jpg,ANR,55,78,RGB,1137
data/raw/ANR/ANR_208.jpg,ANR,34,48,RGB,1000
data/raw/ANR/ANR_234.jpg,ANR,91,91,RGB,1615
data/raw/ANR/ANR_220.jpg,ANR,62,81,RGB,1729
data/raw/ANR/ANR_221.jpg,ANR,60,81,RGB,1582
data/raw/ANR/ANR_235.jpg,ANR,28,30,RGB,806
data/raw/ANR/ANR_209.jpg,ANR,41,58,RGB,1123
data/raw/ANR/ANR_396.jpg,ANR,98,122,RGB,1847
data/raw/ANR/ANR_382.jpg,ANR,125,151,RGB,1908
data/raw/ANR/ANR_433.jpg,ANR,77,139,RGB,1743
data/raw/ANR/ANR_355.jpg,ANR,45,55,RGB,1026
data/raw/ANR/ANR_341.jpg,ANR,105,118,RGB,2131
data/raw/ANR/ANR_427.jpg,ANR,60,79,RGB,1101
data/raw/ANR/ANR_369.jpg,ANR,69,101,RGB,1511
data/raw/ANR/ANR_194.jpg,ANR,208,260,RGB,5757
data/raw/ANR/ANR_95.jpg,ANR,27,54,RGB,968
data/raw/ANR/ANR_180.jpg,ANR,88,118,RGB,1997
data/raw/ANR/ANR_81.jpg,ANR,42,41,RGB,1100
data/raw/ANR/ANR_157.jpg,ANR,52,87,RGB,1391
data/raw/ANR/ANR_56.jpg,ANR,53,50,RGB,1314
data/raw/ANR/ANR_143.jpg,ANR,81,92,RGB,1712
data/raw/ANR/ANR_42.jpg,ANR,73,73,RGB,2999
